date,year,month,latitude,longitude,co_ppm,aod_unitless,region
2013-02-01,2013,2,27.78,88.93,1.143,0.797,IGP
2013-02-01,2013,2,27.78,90.0,0.997,0.648,IGP
2013-02-01,2013,2,28.33,75.0,1.168,0.745,IGP
2013-02-01,2013,2,28.33,76.07,1.5,1.379,IGP
2013-02-01,2013,2,28.33,77.14,1.5,1.322,IGP
2013-02-01,2013,2,28.33,78.21,1.5,2.452,IGP
2013-02-01,2013,2,28.33,79.29,0.875,1.087,IGP
2013-02-01,2013,2,28.33,80.36,1.028,0.934,IGP
2013-02-01,2013,2,28.33,81.43,1.072,1.07,IGP
2013-02-01,2013,2,28.33,82.5,0.777,0.611,IGP
2013-02-01,2013,2,28.33,83.57,0.874,0.725,IGP
2013-02-01,2013,2,28.33,84.64,0.924,0.728,IGP
2013-02-01,2013,2,28.33,85.71,1.464,1.601,IGP
2013-02-01,2013,2,28.33,86.79,0.882,0.469,IGP
2013-02-01,2013,2,28.33,87.86,0.855,0.713,IGP
2013-02-01,2013,2,28.33,88.93,0.929,0.626,IGP
2013-02-01,2013,2,28.33,90.0,0.905,0.625,IGP
2013-02-01,2013,2,28.89,75.0,0.941,0.634,IGP
2013-02-01,2013,2,28.89,76.07,1.5,1.235,IGP
2013-02-01,2013,2,28.89,77.14,1.5,1.301,IGP
2013-02-01,2013,2,28.89,78.21,1.5,1.492,IGP
2013-02-01,2013,2,28.89,79.29,0.947,0.675,IGP
2013-02-01,2013,2,28.89,80.36,0.992,0.899,IGP
2013-02-01,2013,2,28.89,81.43,0.968,1.036,IGP
2013-02-01,2013,2,28.89,82.5,1.0,0.932,IGP
2013-02-01,2013,2,28.89,83.57,0.967,0.896,IGP
2013-02-01,2013,2,28.89,84.64,0.874,0.726,IGP
2013-02-01,2013,2,28.89,85.71,0.989,0.846,IGP
2013-02-01,2013,2,28.89,86.79,1.005,0.96,IGP
2013-02-01,2013,2,28.89,87.86,0.812,0.649,IGP
2013-02-01,2013,2,28.89,88.93,0.977,0.686,IGP
2013-02-01,2013,2,28.89,90.0,1.292,0.872,IGP
2013-02-01,2013,2,29.44,75.0,0.946,0.718,IGP
2013-02-01,2013,2,29.44,76.07,1.5,1.436,IGP
2013-02-01,2013,2,29.44,77.14,1.5,1.362,IGP
2013-02-01,2013,2,29.44,78.21,1.5,1.633,IGP
2013-02-01,2013,2,29.44,79.29,1.092,0.833,IGP
2013-02-01,2013,2,29.44,80.36,0.82,0.876,IGP
2013-02-01,2013,2,29.44,81.43,1.109,1.0,IGP
2013-02-01,2013,2,29.44,82.5,1.027,1.008,IGP
2013-02-01,2013,2,29.44,83.57,0.959,0.889,IGP
2013-02-01,2013,2,29.44,84.64,0.886,0.839,IGP
2013-02-01,2013,2,29.44,85.71,1.087,0.707,IGP
2013-02-01,2013,2,29.44,86.79,0.868,0.81,IGP
2013-02-01,2013,2,29.44,87.86,0.931,0.892,IGP
2013-02-01,2013,2,29.44,88.93,0.909,1.053,IGP
2013-02-01,2013,2,29.44,90.0,0.825,0.983,IGP
2013-02-01,2013,2,30.0,75.0,0.878,0.526,IGP
2013-02-01,2013,2,30.0,76.07,0.978,0.757,IGP
2013-02-01,2013,2,30.0,77.14,0.843,0.543,IGP
2013-02-01,2013,2,30.0,78.21,0.953,0.941,IGP
2013-02-01,2013,2,30.0,79.29,1.012,0.804,IGP
2013-02-01,2013,2,30.0,80.36,1.002,0.791,IGP
2013-02-01,2013,2,30.0,81.43,0.811,0.582,IGP
2013-02-01,2013,2,30.0,82.5,0.934,0.771,IGP
2013-02-01,2013,2,30.0,83.57,1.039,0.909,IGP
2013-02-01,2013,2,30.0,84.64,1.015,0.753,IGP
2013-02-01,2013,2,30.0,85.71,0.816,0.857,IGP
2013-02-01,2013,2,30.0,86.79,1.007,0.437,IGP
2013-02-01,2013,2,30.0,87.86,0.871,0.691,IGP
2013-02-01,2013,2,30.0,88.93,0.966,0.674,IGP
2013-02-01,2013,2,30.0,90.0,0.95,0.763,IGP
2013-03-01,2013,3,25.0,75.0,0.62,0.423,IGP
2013-03-01,2013,3,25.0,76.07,0.572,0.368,IGP
2013-03-01,2013,3,25.0,77.14,0.674,0.616,IGP
2013-03-01,2013,3,25.0,78.21,0.559,0.758,IGP
2013-03-01,2013,3,25.0,79.29,0.605,0.76,IGP
2013-03-01,2013,3,25.0,80.36,0.572,0.226,IGP
2013-03-01,2013,3,25.0,81.43,0.676,0.567,IGP
2013-03-01,2013,3,25.0,82.5,0.639,0.434,IGP
2013-03-01,2013,3,25.0,83.57,0.633,0.453,IGP
2013-03-01,2013,3,25.0,84.64,0.606,0.656,IGP
2013-03-01,2013,3,25.0,85.71,0.654,0.621,IGP
2013-03-01,2013,3,25.0,86.79,0.613,0.479,IGP
2013-03-01,2013,3,25.0,87.86,0.521,0.474,IGP
2013-03-01,2013,3,25.0,88.93,0.304,0.441,IGP
2013-03-01,2013,3,25.0,90.0,0.628,0.615,IGP
2013-03-01,2013,3,25.56,75.0,0.914,1.164,IGP
2013-03-01,2013,3,25.56,76.07,0.418,0.521,IGP
2013-03-01,2013,3,25.56,77.14,0.702,0.698,IGP
2013-03-01,2013,3,25.56,78.21,0.617,0.721,IGP
2013-03-01,2013,3,25.56,79.29,0.673,0.533,IGP
2013-03-01,2013,3,25.56,80.36,0.951,0.846,IGP
2013-03-01,2013,3,25.56,81.43,0.582,0.594,IGP
2013-03-01,2013,3,25.56,82.5,0.497,0.619,IGP
2013-03-01,2013,3,25.56,83.57,0.597,0.654,IGP
2013-03-01,2013,3,25.56,84.64,0.732,0.279,IGP
2013-03-01,2013,3,25.56,85.71,0.578,0.402,IGP
2013-03-01,2013,3,25.56,86.79,0.455,0.375,IGP
2013-03-01,2013,3,25.56,87.86,0.88,0.621,IGP
2013-03-01,2013,3,25.56,88.93,1.242,1.309,IGP
2013-03-01,2013,3,25.56,90.0,0.562,0.473,IGP
2013-03-01,2013,3,26.11,75.0,0.695,0.596,IGP
2013-03-01,2013,3,26.11,76.07,0.578,0.304,IGP
2013-03-01,2013,3,26.11,77.14,0.965,0.509,IGP
2013-03-01,2013,3,26.11,78.21,0.603,0.547,IGP
2013-03-01,2013,3,26.11,79.29,0.612,0.548,IGP
2013-03-01,2013,3,26.11,80.36,1.273,0.935,IGP
2013-03-01,2013,3,26.11,81.43,1.029,0.93,IGP
2013-03-01,2013,3,26.11,82.5,0.59,0.744,IGP
2013-03-01,2013,3,26.11,83.57,0.753,0.546,IGP
2013-03-01,2013,3,26.11,84.64,0.508,0.346,IGP
2013-03-01,2013,3,26.11,85.71,0.956,1.161,IGP
2013-03-01,2013,3,26.11,86.79,0.599,0.458,IGP
2013-03-01,2013,3,26.11,87.86,0.577,0.526,IGP
2013-03-01,2013,3,26.11,88.93,0.398,0.365,IGP
2013-03-01,2013,3,26.11,90.0,0.573,0.711,IGP
2013-03-01,2013,3,26.67,75.0,0.555,0.557,IGP
2013-03-01,2013,3,26.67,76.07,0.659,0.725,IGP
2013-03-01,2013,3,26.67,77.14,0.762,0.521,IGP
2013-03-01,2013,3,26.67,78.21,0.588,0.43,IGP
2013-03-01,2013,3,26.67,79.29,0.612,0.465,IGP
2013-03-01,2013,3,26.67,80.36,1.2,1.017,IGP
2013-03-01,2013,3,26.67,81.43,1.204,1.143,IGP
2013-03-01,2013,3,26.67,82.5,0.822,0.549,IGP
2013-03-01,2013,3,26.67,83.57,1.119,0.955,IGP
2013-03-01,2013,3,26.67,84.64,0.755,0.689,IGP
2013-03-01,2013,3,26.67,85.71,0.737,0.544,IGP
2013-03-01,2013,3,26.67,86.79,0.569,0.321,IGP
2013-03-01,2013,3,26.67,87.86,0.632,0.76,IGP
2013-03-01,2013,3,26.67,88.93,0.605,0.648,IGP
2013-03-01,2013,3,26.67,90.0,0.72,0.487,IGP
2013-03-01,2013,3,27.22,75.0,0.768,0.1,IGP
2013-03-01,2013,3,27.22,76.07,0.514,0.393,IGP
2013-03-01,2013,3,27.22,77.14,0.554,0.58,IGP
2013-03-01,2013,3,27.22,78.21,0.665,0.589,IGP
2013-03-01,2013,3,27.22,79.29,0.696,0.387,IGP
2013-03-01,2013,3,27.22,80.36,1.023,1.013,IGP
2013-03-01,2013,3,27.22,81.43,1.082,0.718,IGP
2013-03-01,2013,3,27.22,82.5,0.733,0.739,IGP
2013-03-01,2013,3,27.22,83.57,0.792,0.558,IGP
2013-03-01,2013,3,27.22,84.64,0.699,0.735,IGP
2013-03-01,2013,3,27.22,85.71,0.572,0.697,IGP
2013-03-01,2013,3,27.22,86.79,0.664,0.667,IGP
2013-03-01,2013,3,27.22,87.86,0.655,0.724,IGP
2013-03-01,2013,3,27.22,88.93,0.658,0.307,IGP
2013-03-01,2013,3,27.22,90.0,0.781,0.388,IGP
2013-03-01,2013,3,27.78,75.0,0.761,0.516,IGP
2013-03-01,2013,3,27.78,76.07,1.262,1.124,IGP
2013-03-01,2013,3,27.78,77.14,1.188,1.03,IGP
2013-03-01,2013,3,27.78,78.21,1.187,0.652,IGP
2013-03-01,2013,3,27.78,79.29,0.648,0.363,IGP
2013-03-01,2013,3,27.78,80.36,1.162,0.783,IGP
2013-03-01,2013,3,27.78,81.43,1.026,1.195,IGP
2013-03-01,2013,3,27.78,82.5,0.743,0.529,IGP
2013-03-01,2013,3,27.78,83.57,0.654,0.493,IGP
2013-03-01,2013,3,27.78,84.64,0.693,0.429,IGP
2013-03-01,2013,3,27.78,85.71,0.735,0.492,IGP
2013-03-01,2013,3,27.78,86.79,0.594,0.533,IGP
2013-03-01,2013,3,27.78,87.86,0.577,0.579,IGP
2013-03-01,2013,3,27.78,88.93,0.582,0.6,IGP
2013-03-01,2013,3,27.78,90.0,0.758,0.422,IGP
2013-03-01,2013,3,28.33,75.0,0.623,0.599,IGP
2013-03-01,2013,3,28.33,76.07,1.101,1.024,IGP
2013-03-01,2013,3,28.33,77.14,1.2,1.116,IGP
2013-03-01,2013,3,28.33,78.21,1.084,0.813,IGP
2013-03-01,2013,3,28.33,79.29,0.605,0.385,IGP
2013-03-01,2013,3,28.33,80.36,0.692,0.356,IGP
2013-03-01,2013,3,28.33,81.43,0.869,0.724,IGP
2013-03-01,2013,3,28.33,82.5,0.637,0.66,IGP
2013-03-01,2013,3,28.33,83.57,0.472,0.909,IGP
2013-03-01,2013,3,28.33,84.64,0.577,0.512,IGP
2013-03-01,2013,3,28.33,85.71,0.45,0.603,IGP
2013-03-01,2013,3,28.33,86.79,0.525,0.545,IGP
2013-03-01,2013,3,28.33,87.86,0.582,0.368,IGP
2013-03-01,2013,3,28.33,88.93,0.556,0.564,IGP
2013-03-01,2013,3,28.33,90.0,0.508,0.418,IGP
2013-03-01,2013,3,28.89,75.0,0.702,0.92,IGP
2013-03-01,2013,3,28.89,76.07,1.193,0.816,IGP
2013-03-01,2013,3,28.89,77.14,1.108,0.959,IGP
2013-03-01,2013,3,28.89,78.21,1.11,1.089,IGP
2013-03-01,2013,3,28.89,79.29,0.658,0.666,IGP
2013-03-01,2013,3,28.89,80.36,0.605,0.729,IGP
2013-03-01,2013,3,28.89,81.43,0.619,0.384,IGP
2013-03-01,2013,3,28.89,82.5,0.854,0.256,IGP
2013-03-01,2013,3,28.89,83.57,0.562,0.436,IGP
2013-03-01,2013,3,28.89,84.64,0.887,0.801,IGP
2013-03-01,2013,3,28.89,85.71,0.785,0.48,IGP
2013-03-01,2013,3,28.89,86.79,0.879,0.585,IGP
2013-03-01,2013,3,28.89,87.86,0.734,0.557,IGP
2013-03-01,2013,3,28.89,88.93,0.631,0.492,IGP
2013-03-01,2013,3,28.89,90.0,0.615,0.621,IGP
2013-03-01,2013,3,29.44,75.0,0.673,0.525,IGP
2013-03-01,2013,3,29.44,76.07,1.296,0.509,IGP
2013-03-01,2013,3,29.44,77.14,1.196,1.062,IGP
2013-03-01,2013,3,29.44,78.21,1.259,0.944,IGP
2013-03-01,2013,3,29.44,79.29,0.657,0.678,IGP
2013-03-01,2013,3,29.44,80.36,0.785,0.485,IGP
2013-03-01,2013,3,29.44,81.43,0.663,0.782,IGP
2013-03-01,2013,3,29.44,82.5,0.424,0.426,IGP
2013-03-01,2013,3,29.44,83.57,0.783,0.694,IGP
2013-03-01,2013,3,29.44,84.64,0.688,0.463,IGP
2013-03-01,2013,3,29.44,85.71,0.548,0.441,IGP
2013-03-01,2013,3,29.44,86.79,0.791,0.436,IGP
2013-03-01,2013,3,29.44,87.86,0.646,0.417,IGP
2013-03-01,2013,3,29.44,88.93,0.72,0.449,IGP
2013-03-01,2013,3,29.44,90.0,0.626,0.277,IGP
2013-03-01,2013,3,30.0,75.0,0.475,0.531,IGP
2013-03-01,2013,3,30.0,76.07,0.503,0.846,IGP
2013-03-01,2013,3,30.0,77.14,0.43,0.41,IGP
2013-03-01,2013,3,30.0,78.21,0.638,0.475,IGP
2013-03-01,2013,3,30.0,79.29,0.526,0.386,IGP
2013-03-01,2013,3,30.0,80.36,0.537,0.487,IGP
2013-03-01,2013,3,30.0,81.43,0.831,0.542,IGP
2013-03-01,2013,3,30.0,82.5,0.754,0.606,IGP
2013-03-01,2013,3,30.0,83.57,0.747,0.11,IGP
2013-03-01,2013,3,30.0,84.64,0.606,0.726,IGP
2013-03-01,2013,3,30.0,85.71,0.579,0.794,IGP
2013-03-01,2013,3,30.0,86.79,0.784,0.46,IGP
2013-03-01,2013,3,30.0,87.86,0.879,0.756,IGP
2013-03-01,2013,3,30.0,88.93,0.573,0.345,IGP
2013-03-01,2013,3,30.0,90.0,0.679,0.312,IGP
2013-04-01,2013,4,25.0,75.0,0.696,0.624,IGP
2013-04-01,2013,4,25.0,76.07,0.47,0.762,IGP
2013-04-01,2013,4,25.0,77.14,0.687,0.642,IGP
2013-04-01,2013,4,25.0,78.21,0.56,0.623,IGP
2013-04-01,2013,4,25.0,79.29,0.749,0.515,IGP
2013-04-01,2013,4,25.0,80.36,0.836,0.537,IGP
2013-04-01,2013,4,25.0,81.43,0.75,0.574,IGP
2013-04-01,2013,4,25.0,82.5,0.695,0.279,IGP
2013-04-01,2013,4,25.0,83.57,0.673,0.42,IGP
2013-04-01,2013,4,25.0,84.64,0.551,0.792,IGP
2013-04-01,2013,4,25.0,85.71,0.922,0.759,IGP
2013-04-01,2013,4,25.0,86.79,0.6,0.335,IGP
2013-04-01,2013,4,25.0,87.86,0.779,0.426,IGP
2013-04-01,2013,4,25.0,88.93,0.689,0.733,IGP
2013-04-01,2013,4,25.0,90.0,0.586,0.61,IGP
2013-04-01,2013,4,25.56,75.0,0.533,0.897,IGP
2013-04-01,2013,4,25.56,76.07,1.094,1.002,IGP
2013-04-01,2013,4,25.56,77.14,0.559,0.513,IGP
2013-04-01,2013,4,25.56,78.21,0.602,0.823,IGP
2013-04-01,2013,4,25.56,79.29,0.513,0.55,IGP
2013-04-01,2013,4,25.56,80.36,0.634,0.512,IGP
2013-04-01,2013,4,25.56,81.43,0.625,0.513,IGP
2013-04-01,2013,4,25.56,82.5,0.723,0.621,IGP
2013-04-01,2013,4,25.56,83.57,0.678,0.1,IGP
2013-04-01,2013,4,25.56,84.64,0.666,0.282,IGP
2013-04-01,2013,4,25.56,85.71,0.701,0.751,IGP
2013-04-01,2013,4,25.56,86.79,0.543,0.491,IGP
2013-04-01,2013,4,25.56,87.86,0.576,0.715,IGP
2013-04-01,2013,4,25.56,88.93,0.646,0.789,IGP
2013-04-01,2013,4,25.56,90.0,1.016,1.133,IGP
2013-04-01,2013,4,26.11,75.0,0.643,0.653,IGP
2013-04-01,2013,4,26.11,76.07,0.462,0.543,IGP
2013-04-01,2013,4,26.11,77.14,0.629,0.639,IGP
2013-04-01,2013,4,26.11,78.21,0.617,0.374,IGP
2013-04-01,2013,4,26.11,79.29,0.637,0.368,IGP
2013-04-01,2013,4,26.11,80.36,0.952,1.063,IGP
2013-04-01,2013,4,26.11,81.43,1.203,1.024,IGP
2013-04-01,2013,4,26.11,82.5,0.766,0.43,IGP
2013-04-01,2013,4,26.11,83.57,0.493,0.519,IGP
2013-04-01,2013,4,26.11,84.64,0.601,0.404,IGP
2013-04-01,2013,4,26.11,85.71,0.628,0.438,IGP
2013-04-01,2013,4,26.11,86.79,0.452,0.464,IGP
2013-04-01,2013,4,26.11,87.86,0.522,0.565,IGP
2013-04-01,2013,4,26.11,88.93,0.57,0.697,IGP
2013-04-01,2013,4,26.11,90.0,0.796,0.632,IGP
2013-04-01,2013,4,26.67,75.0,0.481,0.756,IGP
2013-04-01,2013,4,26.67,76.07,0.794,0.533,IGP
2013-04-01,2013,4,26.67,77.14,0.768,0.447,IGP
2013-04-01,2013,4,26.67,78.21,0.449,0.416,IGP
2013-04-01,2013,4,26.67,79.29,0.809,0.306,IGP
2013-04-01,2013,4,26.67,80.36,1.145,0.959,IGP
2013-04-01,2013,4,26.67,81.43,1.094,0.887,IGP
2013-04-01,2013,4,26.67,82.5,0.643,0.446,IGP
2013-04-01,2013,4,26.67,83.57,0.494,0.562,IGP
2013-04-01,2013,4,26.67,84.64,0.743,0.66,IGP
2013-04-01,2013,4,26.67,85.71,0.555,0.342,IGP
2013-04-01,2013,4,26.67,86.79,0.608,0.765,IGP
2013-04-01,2013,4,26.67,87.86,0.701,0.636,IGP
2013-04-01,2013,4,26.67,88.93,0.725,0.593,IGP
2013-04-01,2013,4,26.67,90.0,0.972,1.259,IGP
2013-04-01,2013,4,27.22,75.0,0.581,0.318,IGP
2013-04-01,2013,4,27.22,76.07,0.708,0.716,IGP
2013-04-01,2013,4,27.22,77.14,0.524,0.653,IGP
2013-04-01,2013,4,27.22,78.21,0.804,0.53,IGP
2013-04-01,2013,4,27.22,79.29,0.554,0.548,IGP
2013-04-01,2013,4,27.22,80.36,1.09,0.861,IGP
2013-04-01,2013,4,27.22,81.43,1.188,0.713,IGP
2013-04-01,2013,4,27.22,82.5,0.492,0.533,IGP
2013-04-01,2013,4,27.22,83.57,0.634,0.582,IGP
2013-04-01,2013,4,27.22,84.64,0.824,0.546,IGP
2013-04-01,2013,4,27.22,85.71,0.696,0.384,IGP
2013-04-01,2013,4,27.22,86.79,0.713,0.451,IGP
2013-04-01,2013,4,27.22,87.86,0.643,0.514,IGP
2013-04-01,2013,4,27.22,88.93,0.739,0.334,IGP
2013-04-01,2013,4,27.22,90.0,0.408,0.498,IGP
2013-04-01,2013,4,27.78,75.0,0.683,0.553,IGP
2013-04-01,2013,4,27.78,76.07,1.268,1.02,IGP
2013-04-01,2013,4,27.78,77.14,1.088,0.605,IGP
2013-04-01,2013,4,27.78,78.21,1.121,1.108,IGP
2013-04-01,2013,4,27.78,79.29,0.597,0.534,IGP
2013-04-01,2013,4,27.78,80.36,1.187,0.802,IGP
2013-04-01,2013,4,27.78,81.43,1.207,1.2,IGP
2013-04-01,2013,4,27.78,82.5,0.619,0.361,IGP
2013-04-01,2013,4,27.78,83.57,0.629,0.196,IGP
2013-04-01,2013,4,27.78,84.64,0.67,0.598,IGP
2013-04-01,2013,4,27.78,85.71,0.804,0.501,IGP
2013-04-01,2013,4,27.78,86.79,0.677,0.401,IGP
2013-04-01,2013,4,27.78,87.86,0.6,0.301,IGP
2013-04-01,2013,4,27.78,88.93,0.617,0.484,IGP
2013-04-01,2013,4,27.78,90.0,0.666,0.436,IGP
2013-04-01,2013,4,28.33,75.0,0.644,0.48,IGP
2013-04-01,2013,4,28.33,76.07,1.112,0.966,IGP
2013-04-01,2013,4,28.33,77.14,1.149,1.068,IGP
2013-04-01,2013,4,28.33,78.21,1.133,0.902,IGP
2013-04-01,2013,4,28.33,79.29,0.618,0.423,IGP
2013-04-01,2013,4,28.33,80.36,0.6,0.835,IGP
2013-04-01,2013,4,28.33,81.43,0.545,0.488,IGP
2013-04-01,2013,4,28.33,82.5,0.597,0.493,IGP
2013-04-01,2013,4,28.33,83.57,0.603,0.572,IGP
2013-04-01,2013,4,28.33,84.64,0.465,0.686,IGP
2013-04-01,2013,4,28.33,85.71,0.699,0.344,IGP
2013-04-01,2013,4,28.33,86.79,0.409,0.383,IGP
2013-04-01,2013,4,28.33,87.86,0.612,0.917,IGP
2013-04-01,2013,4,28.33,88.93,0.69,0.259,IGP
2013-04-01,2013,4,28.33,90.0,0.567,0.522,IGP
2013-04-01,2013,4,28.89,75.0,0.661,0.333,IGP
2013-04-01,2013,4,28.89,76.07,1.131,0.846,IGP
2013-04-01,2013,4,28.89,77.14,1.034,0.993,IGP
2013-04-01,2013,4,28.89,78.21,1.222,1.08,IGP
2013-04-01,2013,4,28.89,79.29,0.693,0.455,IGP
2013-04-01,2013,4,28.89,80.36,1.061,1.153,IGP
2013-04-01,2013,4,28.89,81.43,0.649,0.438,IGP
2013-04-01,2013,4,28.89,82.5,0.586,0.541,IGP
2013-04-01,2013,4,28.89,83.57,0.88,0.575,IGP
2013-04-01,2013,4,28.89,84.64,0.575,0.405,IGP
2013-04-01,2013,4,28.89,85.71,0.587,0.857,IGP
2013-04-01,2013,4,28.89,86.79,0.894,1.332,IGP
2013-04-01,2013,4,28.89,87.86,0.898,1.138,IGP
2013-04-01,2013,4,28.89,88.93,0.715,0.444,IGP
2013-04-01,2013,4,28.89,90.0,0.572,0.779,IGP
2013-04-01,2013,4,29.44,75.0,0.734,0.649,IGP
2013-04-01,2013,4,29.44,76.07,1.224,1.023,IGP
2013-04-01,2013,4,29.44,77.14,1.347,0.961,IGP
2013-04-01,2013,4,29.44,78.21,1.203,0.736,IGP
2013-04-01,2013,4,29.44,79.29,0.554,0.35,IGP
2013-04-01,2013,4,29.44,80.36,0.763,0.147,IGP
2013-04-01,2013,4,29.44,81.43,0.596,0.1,IGP
2013-04-01,2013,4,29.44,82.5,0.553,0.456,IGP
2013-04-01,2013,4,29.44,83.57,0.774,0.589,IGP
2013-04-01,2013,4,29.44,84.64,0.553,0.69,IGP
2013-04-01,2013,4,29.44,85.71,0.638,0.536,IGP
2013-04-01,2013,4,29.44,86.79,0.516,0.381,IGP
2013-04-01,2013,4,29.44,87.86,0.553,0.537,IGP
2013-04-01,2013,4,29.44,88.93,0.644,0.762,IGP
2013-04-01,2013,4,29.44,90.0,0.675,0.124,IGP
2013-04-01,2013,4,30.0,75.0,0.662,0.312,IGP
2013-04-01,2013,4,30.0,76.07,0.539,0.408,IGP
2013-04-01,2013,4,30.0,77.14,0.57,0.324,IGP
2013-04-01,2013,4,30.0,78.21,0.656,0.318,IGP
2013-04-01,2013,4,30.0,79.29,0.672,0.866,IGP
2013-04-01,2013,4,30.0,80.36,0.503,0.487,IGP
2013-04-01,2013,4,30.0,81.43,0.384,0.485,IGP
2013-04-01,2013,4,30.0,82.5,0.7,0.638,IGP
2013-04-01,2013,4,30.0,83.57,0.644,0.663,IGP
2013-04-01,2013,4,30.0,84.64,0.891,0.787,IGP
2013-04-01,2013,4,30.0,85.71,0.584,0.312,IGP
2013-04-01,2013,4,30.0,86.79,0.595,0.388,IGP
2013-04-01,2013,4,30.0,87.86,0.681,0.353,IGP
2013-04-01,2013,4,30.0,88.93,0.629,0.656,IGP
2013-04-01,2013,4,30.0,90.0,0.626,0.388,IGP
2013-05-01,2013,5,25.0,75.0,0.753,0.248,IGP
2013-05-01,2013,5,25.0,76.07,0.603,0.524,IGP
2013-05-01,2013,5,25.0,77.14,0.638,0.557,IGP
2013-05-01,2013,5,25.0,78.21,0.697,0.525,IGP
2013-05-01,2013,5,25.0,79.29,0.599,0.469,IGP
2013-05-01,2013,5,25.0,80.36,0.575,0.648,IGP
2013-05-01,2013,5,25.0,81.43,0.571,0.657,IGP
2013-05-01,2013,5,25.0,82.5,0.638,0.452,IGP
2013-05-01,2013,5,25.0,83.57,0.698,0.421,IGP
2013-05-01,2013,5,25.0,84.64,0.7,0.562,IGP
2013-05-01,2013,5,25.0,85.71,0.576,0.609,IGP
2013-05-01,2013,5,25.0,86.79,0.691,0.704,IGP
2013-05-01,2013,5,25.0,87.86,0.733,0.604,IGP
2013-05-01,2013,5,25.0,88.93,0.523,0.897,IGP
2013-05-01,2013,5,25.0,90.0,0.496,0.672,IGP
2013-05-01,2013,5,25.56,75.0,0.679,0.354,IGP
2013-05-01,2013,5,25.56,76.07,0.624,0.518,IGP
2013-05-01,2013,5,25.56,77.14,0.767,0.423,IGP
2013-05-01,2013,5,25.56,78.21,0.61,0.18,IGP
2013-05-01,2013,5,25.56,79.29,0.809,0.369,IGP
2013-05-01,2013,5,25.56,80.36,0.669,0.515,IGP
2013-05-01,2013,5,25.56,81.43,0.939,1.303,IGP
2013-05-01,2013,5,25.56,82.5,0.803,0.568,IGP
2013-05-01,2013,5,25.56,83.57,0.702,0.579,IGP
2013-05-01,2013,5,25.56,84.64,0.738,0.461,IGP
2013-05-01,2013,5,25.56,85.71,0.744,0.697,IGP
2013-05-01,2013,5,25.56,86.79,0.744,0.431,IGP
2013-05-01,2013,5,25.56,87.86,0.619,0.566,IGP
2013-05-01,2013,5,25.56,88.93,0.499,0.769,IGP
2013-05-01,2013,5,25.56,90.0,0.635,0.573,IGP
2013-05-01,2013,5,26.11,75.0,0.578,0.331,IGP
2013-05-01,2013,5,26.11,76.07,0.576,0.563,IGP
2013-05-01,2013,5,26.11,77.14,0.703,0.554,IGP
2013-05-01,2013,5,26.11,78.21,0.671,0.479,IGP
2013-05-01,2013,5,26.11,79.29,0.686,0.752,IGP
2013-05-01,2013,5,26.11,80.36,1.215,1.075,IGP
2013-05-01,2013,5,26.11,81.43,1.174,0.729,IGP
2013-05-01,2013,5,26.11,82.5,0.532,0.598,IGP
2013-05-01,2013,5,26.11,83.57,0.635,0.596,IGP
2013-05-01,2013,5,26.11,84.64,0.804,0.639,IGP
2013-05-01,2013,5,26.11,85.71,0.762,0.544,IGP
2013-05-01,2013,5,26.11,86.79,0.555,0.521,IGP
2013-05-01,2013,5,26.11,87.86,0.556,0.764,IGP
2013-05-01,2013,5,26.11,88.93,0.715,0.608,IGP
2013-05-01,2013,5,26.11,90.0,0.76,0.227,IGP
2013-05-01,2013,5,26.67,75.0,0.695,0.333,IGP
2013-05-01,2013,5,26.67,76.07,0.635,0.483,IGP
2013-05-01,2013,5,26.67,77.14,0.702,0.564,IGP
2013-05-01,2013,5,26.67,78.21,0.771,0.44,IGP
2013-05-01,2013,5,26.67,79.29,0.707,0.554,IGP
2013-05-01,2013,5,26.67,80.36,0.981,0.816,IGP
2013-05-01,2013,5,26.67,81.43,1.13,1.121,IGP
2013-05-01,2013,5,26.67,82.5,1.024,0.71,IGP
2013-05-01,2013,5,26.67,83.57,0.622,0.833,IGP
2013-05-01,2013,5,26.67,84.64,0.647,0.481,IGP
2013-05-01,2013,5,26.67,85.71,0.685,0.645,IGP
2013-05-01,2013,5,26.67,86.79,0.59,0.605,IGP
2013-05-01,2013,5,26.67,87.86,0.603,0.638,IGP
2013-05-01,2013,5,26.67,88.93,0.653,0.602,IGP
2013-05-01,2013,5,26.67,90.0,0.56,0.407,IGP
2013-05-01,2013,5,27.22,75.0,0.731,0.518,IGP
2013-05-01,2013,5,27.22,76.07,0.665,0.484,IGP
2013-05-01,2013,5,27.22,77.14,0.726,0.439,IGP
2013-05-01,2013,5,27.22,78.21,0.622,0.648,IGP
2013-05-01,2013,5,27.22,79.29,0.753,0.451,IGP
2013-05-01,2013,5,27.22,80.36,1.341,1.001,IGP
2013-05-01,2013,5,27.22,81.43,1.5,2.019,IGP
2013-05-01,2013,5,27.22,82.5,0.598,0.595,IGP
2013-05-01,2013,5,27.22,83.57,0.632,0.541,IGP
2013-05-01,2013,5,27.22,84.64,0.545,0.679,IGP
2013-05-01,2013,5,27.22,85.71,0.52,0.364,IGP
2013-05-01,2013,5,27.22,86.79,0.673,0.77,IGP
2013-05-01,2013,5,27.22,87.86,0.601,0.635,IGP
2013-05-01,2013,5,27.22,88.93,0.743,0.652,IGP
